,2012-06-15,2012-06-14,2012-06-13,2012-06-12,2012-06-11,2012-06-10,2012-06-09,2012-06-08,2012-06-07,2012-06-06,2012-06-05,2012-06-04,2012-06-03,2012-06-02,2012-06-01,2012-05-31,2012-05-30,2012-05-29,2012-05-28,2012-05-27,2012-05-26,2012-05-25,2012-05-24,2012-05-23,2012-05-22,2012-05-21,2012-05-20,2012-05-19,2012-05-18,2012-05-17,2012-05-16
raf30,0.001388889,0.001388889,0.001388889,0.002277778,0.002277778,0.002277778,0.002277778,0.002277778,0.002277778,0.002277778,0.002277778,0.002277778,0.002277778,0.002277778,0.002277778,0.002277778,0.002277778,0.002277778,0.0016666670000000001,0.001555556,0.001555556,0.001722222,0.004555556,0.004555556,0.004555556,0.0055,0.010944444,0.010944444,0.010944444,0.010277778000000001,0.010277778000000001
rfd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
rfd5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.4,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,0.4,0.2
rfd10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1
rfd15,0.0,0.0,0.0,0.0,0.066666667,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.2,0.2,0.2,0.26666666699999997,0.2,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.066666667
rfd20,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.15,0.15,0.15,0.2,0.2,0.2,0.2,0.2,0.2,0.15,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05
rfd25,0.08,0.08,0.08,0.08,0.08,0.12,0.12,0.12,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.12,0.08,0.08,0.08,0.08,0.08,0.08,0.12,0.16,0.16,0.16,0.16
rfd30,0.066666667,0.1,0.1,0.1,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.133333333,0.1,0.066666667,0.066666667,0.1,0.133333333,0.133333333,0.133333333,0.166666667,0.2,0.2,0.2,0.166666667
tav,0.645,0.663333333,0.64,0.6333333329999999,0.645,0.65,0.65,0.615,0.63,0.6316666670000001,0.63,0.643333333,0.638333333,0.6333333329999999,0.605,0.601666667,0.596666667,0.61,0.593333333,0.576666667,0.583333333,0.588333333,0.578333333,0.615,0.643333333,0.6416666670000001,0.606666667,0.585,0.556666667,0.525,0.531666667
tav5,0.646333333,0.6436666670000001,0.6386666670000001,0.638,0.635333333,0.6313333329999999,0.63,0.6346666670000001,0.635333333,0.63,0.6243333329999999,0.615,0.6093333329999999,0.601333333,0.595666667,0.5920000000000001,0.590333333,0.584,0.588333333,0.601666667,0.6133333329999999,0.617,0.6183333329999999,0.606666667,0.583,0.561,0.546666667,0.534,0.536666667,0.540333333,0.540666667
tav10,0.638833333,0.636833333,0.6366666670000001,0.6366666670000001,0.6326666670000001,0.627833333,0.6225,0.622,0.6183333329999999,0.612833333,0.608166667,0.602666667,0.596666667,0.594833333,0.598666667,0.602666667,0.603666667,0.601166667,0.5975,0.592333333,0.587166667,0.581833333,0.5761666670000001,0.571666667,0.561666667,0.5508333329999999,0.549666667,0.5498333329999999,0.553666667,0.557666667,0.5598333329999999
tav15,0.634,0.629555556,0.627555556,0.624888889,0.6203333329999999,0.6158888889999999,0.611777778,0.6093333329999999,0.6083333329999999,0.609111111,0.6098888889999999,0.607444444,0.603888889,0.598777778,0.593444444,0.588777778,0.584666667,0.578777778,0.5772222220000001,0.575,0.571666667,0.572111111,0.572666667,0.571333333,0.566111111,0.560222222,0.557,0.556777778,0.559222222,0.5674444439999999,0.574
tav20,0.6235,0.61975,0.6166666670000001,0.61575,0.6156666670000001,0.61525,0.613083333,0.611583333,0.607916667,0.602583333,0.597666667,0.59225,0.5864166670000001,0.58325,0.5801666670000001,0.57675,0.576666667,0.5755,0.575583333,0.575,0.5735,0.5720000000000001,0.5721666670000001,0.5710833329999999,0.571333333,0.57075,0.5720000000000001,0.5721666670000001,0.571583333,0.5710833329999999,0.5671666670000001
tav25,0.6214666670000001,0.6192,0.617,0.613933333,0.6091333329999999,0.6044,0.5998,0.596066667,0.593666667,0.5901333329999999,0.5862666670000001,0.584333333,0.5822666670000001,0.580733333,0.5791333329999999,0.5772,0.575666667,0.574533333,0.574533333,0.5774,0.5792666670000001,0.581,0.5814,0.5786,0.573466667,0.5659333329999999,0.562,0.5618,0.5586,0.5542,0.550933333
tav30,0.602,0.597611111,0.594111111,0.590388889,0.587888889,0.584333333,0.580444444,0.579777778,0.578333333,0.577111111,0.574944444,0.571944444,0.569277778,0.567555556,0.5671666670000001,0.568722222,0.5698333329999999,0.570555556,0.570388889,0.569333333,0.567055556,0.5625555560000001,0.560222222,0.559055556,0.5535,0.545944444,0.540722222,0.540166667,0.539555556,0.538944444,0.537222222
",tmi",0.601666667,0.585,0.563333333,0.58,0.598333333,0.586666667,0.576666667,0.553333333,0.56,0.583333333,0.585,0.551666667,0.548333333,0.575,0.515,0.541666667,0.543333333,0.561666667,0.525,0.535,0.48,0.523333333,0.526666667,0.545,0.551666667,0.546666667,0.5,0.475,0.446666667,0.46166666700000003,0.46333333299999996
tmi5,0.582666667,0.581,0.579,0.575,0.5720000000000001,0.571666667,0.566666667,0.565666667,0.568666667,0.555,0.546333333,0.544666667,0.547333333,0.537333333,0.541333333,0.529,0.525,0.518,0.522,0.525333333,0.538666667,0.534,0.523666667,0.504,0.486,0.46933333299999996,0.462,0.46833333299999996,0.47866666700000005,0.484,0.48966666700000006
tmi10,0.5771666670000001,0.573833333,0.572333333,0.5718333329999999,0.5635,0.5589999999999999,0.555666667,0.5565,0.5529999999999999,0.548166667,0.537666667,0.534833333,0.532666667,0.529666667,0.533333333,0.533833333,0.5295,0.520833333,0.513,0.5056666670000001,0.504,0.498,0.496,0.491333333,0.485,0.4795,0.48066666700000005,0.48200000000000004,0.487333333,0.48700000000000004,0.487833333
tmi15,0.566888889,0.564111111,0.564,0.560333333,0.556111111,0.5489999999999999,0.545444444,0.543666667,0.542666667,0.540555556,0.5379999999999999,0.534555556,0.529666667,0.521111111,0.517555556,0.512333333,0.507,0.5033333329999999,0.501555556,0.498444444,0.49922222200000005,0.498444444,0.495888889,0.492888889,0.48666666700000005,0.48166666700000005,0.48022222200000003,0.482444444,0.488333333,0.496,0.501555556
tmi20,0.557416667,0.554333333,0.5525,0.55075,0.548416667,0.546416667,0.542583333,0.538666667,0.5329999999999999,0.5269166670000001,0.520833333,0.516416667,0.514333333,0.5105,0.509166667,0.5066666670000001,0.505083333,0.501416667,0.500166667,0.496333333,0.49591666700000003,0.493666667,0.49275,0.49225,0.4935,0.4935,0.49358333299999996,0.49441666700000003,0.496333333,0.492833333,0.48966666700000006
tmi25,0.553666667,0.550266667,0.5467333329999999,0.5414,0.535933333,0.531,0.526466667,0.5246,0.522133333,0.518333333,0.5146,0.513,0.5106,0.5076,0.5053333329999999,0.5025333329999999,0.499933333,0.4978,0.4982,0.49986666700000004,0.5025333329999999,0.5016666670000001,0.500266667,0.49786666700000004,0.491466667,0.4856,0.482133333,0.481333333,0.47993333299999996,0.47706666700000006,0.4752
tmi30,0.5325,0.528444444,0.525111111,0.5226666670000001,0.519333333,0.516055556,0.513222222,0.511833333,0.509444444,0.5066666670000001,0.502444444,0.49977777799999995,0.497444444,0.49522222200000005,0.495888889,0.497055556,0.497166667,0.495166667,0.494055556,0.492388889,0.489444444,0.485333333,0.481555556,0.478555556,0.473888889,0.46866666700000004,0.465888889,0.46616666700000003,0.46644444399999996,0.46438888899999997,0.46155555600000003
tmx,0.713333333,0.7616666670000001,0.731666667,0.745,0.715,0.7333333329999999,0.7566666670000001,0.713333333,0.7283333329999999,0.716666667,0.711666667,0.726666667,0.73,0.72,0.696666667,0.691666667,0.653333333,0.663333333,0.678333333,0.645,0.691666667,0.69,0.651666667,0.715,0.7383333329999999,0.735,0.72,0.671666667,0.655,0.593333333,0.62
tmx5,0.7373333329999999,0.7363333329999999,0.732666667,0.7293333329999999,0.729666667,0.725333333,0.719333333,0.722666667,0.721,0.7170000000000001,0.713,0.698333333,0.685,0.676666667,0.666333333,0.666333333,0.673666667,0.671333333,0.678666667,0.697333333,0.706,0.7120000000000001,0.716,0.7040000000000001,0.675,0.652,0.6313333329999999,0.6073333329999999,0.6093333329999999,0.6133333329999999,0.606
tmx10,0.7313333329999999,0.727833333,0.727666667,0.725166667,0.723333333,0.719166667,0.708833333,0.703833333,0.698833333,0.691666667,0.689666667,0.6859999999999999,0.6781666670000001,0.677666667,0.6818333329999999,0.6861666670000001,0.6928333329999999,0.693666667,0.691333333,0.6861666670000001,0.679,0.671666667,0.661666667,0.656666667,0.644166667,0.629,0.6266666670000001,0.6296666670000001,0.636166667,0.643833333,0.647166667
tmx15,0.7252222220000001,0.718,0.7134444440000001,0.7090000000000001,0.704333333,0.701555556,0.6971111109999999,0.693,0.6921111109999999,0.693555556,0.6951111109999999,0.694666667,0.690777778,0.686444444,0.679555556,0.6747777779999999,0.672333333,0.664888889,0.664,0.661888889,0.654666667,0.655111111,0.658444444,0.6587777779999999,0.654222222,0.6487777779999999,0.645333333,0.645777778,0.6477777779999999,0.6579999999999999,0.664666667
tmx20,0.7105,0.706916667,0.702916667,0.701416667,0.702583333,0.702666667,0.700833333,0.69875,0.695083333,0.688916667,0.684333333,0.6788333329999999,0.6699166670000001,0.667166667,0.6629999999999999,0.6575833329999999,0.65975,0.661666667,0.66375,0.665,0.663083333,0.662,0.663333333,0.661833333,0.66225,0.6615,0.662666667,0.66325,0.6615833329999999,0.6635,0.659666667
tmx25,0.7096,0.7079333329999999,0.705533333,0.7019333329999999,0.6970666670000001,0.692533333,0.6869333329999999,0.680466667,0.6779333329999999,0.6738,0.668666667,0.667466667,0.666333333,0.666333333,0.665266667,0.6637333329999999,0.664333333,0.664933333,0.6652,0.669266667,0.6704,0.672533333,0.6738,0.6700666670000001,0.6658,0.658133333,0.6546,0.6557333329999999,0.652066667,0.6466666670000001,0.643466667
tmx30,0.687666667,0.6829444440000001,0.679111111,0.672666667,0.6709999999999999,0.667,0.661222222,0.660666667,0.6597777779999999,0.659888889,0.6585,0.656055556,0.654,0.652611111,0.652222222,0.654055556,0.656277778,0.658944444,0.659111111,0.658333333,0.656333333,0.651444444,0.6507777779999999,0.650277778,0.644444444,0.635222222,0.629222222,0.628722222,0.6291111110000001,0.629722222,0.6285
landuse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
